operon	miembros	locus_tags	fuente
rsmH-ftsLI-murEF-mraY	rsmH|ftsL|ftsI|murE|murF|mraY	PA4420|PA4419|PA4418|PA4417|PA4416|PA4415	refseq_adyacencia
rsmH-ftsLI-murEF-mraY-murD	rsmH|ftsL|ftsI|murE|murF|mraY|murD	PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414	refseq_adyacencia
rsmH-ftsLI-murEF-mraY-murD-ftsW	rsmH|ftsL|ftsI|murE|murF|mraY|murD|ftsW	PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414|PA4413	refseq_adyacencia
rsmH-ftsLI-murEF-mraY-murD-ftsW-murG	rsmH|ftsL|ftsI|murE|murF|mraY|murD|ftsW|murG	PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414|PA4413|PA4412	refseq_adyacencia
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC	rsmH|ftsL|ftsI|murE|murF|mraY|murD|ftsW|murG|murC	PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411	refseq_adyacencia
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB	rsmH|ftsL|ftsI|murE|murF|mraY|murD|ftsW|murG|murC|ddlB	PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410	refseq_adyacencia
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQ	rsmH|ftsL|ftsI|murE|murF|mraY|murD|ftsW|murG|murC|ddlB|ftsQ	PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410|PA4409	refseq_adyacencia
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQA	rsmH|ftsL|ftsI|murE|murF|mraY|murD|ftsW|murG|murC|ddlB|ftsQ|ftsA	PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410|PA4409|PA4408	refseq_adyacencia
rsmH-ftsLI-murEF-mraY-murD-ftsW-murGC-ddlB-ftsQAZ	rsmH|ftsL|ftsI|murE|murF|mraY|murD|ftsW|murG|murC|ddlB|ftsQ|ftsA|ftsZ	PA4420|PA4419|PA4418|PA4417|PA4416|PA4415|PA4414|PA4413|PA4412|PA4411|PA4410|PA4409|PA4408|PA4407	refseq_adyacencia
ruvAB	ruvA|ruvB	PA0966|PA0967	refseq_adyacencia
ruvCA	ruvC|ruvA	PA0965|PA0966	refseq_adyacencia
ruvCAB	ruvC|ruvA|ruvB	PA0965|PA0966|PA0967	refseq_adyacencia
sbcDC	sbcD|sbcC	PA4281|PA4282	refseq_adyacencia
sdaB-gbdR	sdaB|gbdR	PA5379|PA5380	refseq_adyacencia
sdhAB	sdhA|sdhB	PA1583|PA1584	refseq_adyacencia
sdhAB-sucA	sdhA|sdhB|sucA	PA1583|PA1584|PA1585	refseq_adyacencia
sdhAB-sucAB	sdhA|sdhB|sucA|sucB	PA1583|PA1584|PA1585|PA1586	refseq_adyacencia
sdhAB-sucAB-lpdG	sdhA|sdhB|sucA|sucB|lpdG	PA1583|PA1584|PA1585|PA1586|PA1587	refseq_adyacencia
sdhAB-sucAB-lpdG-sucC	sdhA|sdhB|sucA|sucB|lpdG|sucC	PA1583|PA1584|PA1585|PA1586|PA1587|PA1588	refseq_adyacencia
sdhAB-sucAB-lpdG-sucCD	sdhA|sdhB|sucA|sucB|lpdG|sucC|sucD	PA1583|PA1584|PA1585|PA1586|PA1587|PA1588|PA1589	refseq_adyacencia
sdhAB-sucAB-lpdG-sucCD-braB	sdhA|sdhB|sucA|sucB|lpdG|sucC|sucD|braB	PA1583|PA1584|PA1585|PA1586|PA1587|PA1588|PA1589|PA1590	refseq_adyacencia
sdhB-sucA	sdhB|sucA	PA1584|PA1585	refseq_adyacencia
sdhB-sucAB	sdhB|sucA|sucB	PA1584|PA1585|PA1586	refseq_adyacencia
sdhB-sucAB-lpdG	sdhB|sucA|sucB|lpdG	PA1584|PA1585|PA1586|PA1587	refseq_adyacencia
sdhB-sucAB-lpdG-sucC	sdhB|sucA|sucB|lpdG|sucC	PA1584|PA1585|PA1586|PA1587|PA1588	refseq_adyacencia
sdhB-sucAB-lpdG-sucCD	sdhB|sucA|sucB|lpdG|sucC|sucD	PA1584|PA1585|PA1586|PA1587|PA1588|PA1589	refseq_adyacencia
sdhB-sucAB-lpdG-sucCD-braB	sdhB|sucA|sucB|lpdG|sucC|sucD|braB	PA1584|PA1585|PA1586|PA1587|PA1588|PA1589|PA1590	refseq_adyacencia
sdhCD	sdhC|sdhD	PA1581|PA1582	refseq_adyacencia
sdhCDA	sdhC|sdhD|sdhA	PA1581|PA1582|PA1583	refseq_adyacencia
sdhCDAB	sdhC|sdhD|sdhA|sdhB	PA1581|PA1582|PA1583|PA1584	refseq_adyacencia
sdhCDAB-sucA	sdhC|sdhD|sdhA|sdhB|sucA	PA1581|PA1582|PA1583|PA1584|PA1585	refseq_adyacencia
sdhCDAB-sucAB	sdhC|sdhD|sdhA|sdhB|sucA|sucB	PA1581|PA1582|PA1583|PA1584|PA1585|PA1586	refseq_adyacencia
sdhCDAB-sucAB-lpdG	sdhC|sdhD|sdhA|sdhB|sucA|sucB|lpdG	PA1581|PA1582|PA1583|PA1584|PA1585|PA1586|PA1587	refseq_adyacencia
sdhCDAB-sucAB-lpdG-sucC	sdhC|sdhD|sdhA|sdhB|sucA|sucB|lpdG|sucC	PA1581|PA1582|PA1583|PA1584|PA1585|PA1586|PA1587|PA1588	refseq_adyacencia
sdhCDAB-sucAB-lpdG-sucCD	sdhC|sdhD|sdhA|sdhB|sucA|sucB|lpdG|sucC|sucD	PA1581|PA1582|PA1583|PA1584|PA1585|PA1586|PA1587|PA1588|PA1589	refseq_adyacencia
sdhCDAB-sucAB-lpdG-sucCD-braB	sdhC|sdhD|sdhA|sdhB|sucA|sucB|lpdG|sucC|sucD|braB	PA1581|PA1582|PA1583|PA1584|PA1585|PA1586|PA1587|PA1588|PA1589|PA1590	refseq_adyacencia
sdhDA	sdhD|sdhA	PA1582|PA1583	refseq_adyacencia
sdhDAB	sdhD|sdhA|sdhB	PA1582|PA1583|PA1584	refseq_adyacencia
sdhDAB-sucA	sdhD|sdhA|sdhB|sucA	PA1582|PA1583|PA1584|PA1585	refseq_adyacencia
sdhDAB-sucAB	sdhD|sdhA|sdhB|sucA|sucB	PA1582|PA1583|PA1584|PA1585|PA1586	refseq_adyacencia
sdhDAB-sucAB-lpdG	sdhD|sdhA|sdhB|sucA|sucB|lpdG	PA1582|PA1583|PA1584|PA1585|PA1586|PA1587	refseq_adyacencia
sdhDAB-sucAB-lpdG-sucC	sdhD|sdhA|sdhB|sucA|sucB|lpdG|sucC	PA1582|PA1583|PA1584|PA1585|PA1586|PA1587|PA1588	refseq_adyacencia
sdhDAB-sucAB-lpdG-sucCD	sdhD|sdhA|sdhB|sucA|sucB|lpdG|sucC|sucD	PA1582|PA1583|PA1584|PA1585|PA1586|PA1587|PA1588|PA1589	refseq_adyacencia
sdhDAB-sucAB-lpdG-sucCD-braB	sdhD|sdhA|sdhB|sucA|sucB|lpdG|sucC|sucD|braB	PA1582|PA1583|PA1584|PA1585|PA1586|PA1587|PA1588|PA1589|PA1590	refseq_adyacencia
secA-argJ	secA|argJ	PA4403|PA4402	refseq_adyacencia
secDF	secD|secF	PA3821|PA3820	refseq_adyacencia
secE-nusG	secE|nusG	PA4276|PA4275	refseq_adyacencia
secE-nusG-rplK	secE|nusG|rplK	PA4276|PA4275|PA4274	refseq_adyacencia
secE-nusG-rplKA	secE|nusG|rplK|rplA	PA4276|PA4275|PA4274|PA4273	refseq_adyacencia
secY-rpmJ	secY|rpmJ	PA4243|PA4242	refseq_adyacencia
secY-rpmJ-rpsM	secY|rpmJ|rpsM	PA4243|PA4242|PA4241	refseq_adyacencia
secY-rpmJ-rpsMK	secY|rpmJ|rpsM|rpsK	PA4243|PA4242|PA4241|PA4240	refseq_adyacencia
secY-rpmJ-rpsMKD	secY|rpmJ|rpsM|rpsK|rpsD	PA4243|PA4242|PA4241|PA4240|PA4239	refseq_adyacencia
secY-rpmJ-rpsMKD-rpoA	secY|rpmJ|rpsM|rpsK|rpsD|rpoA	PA4243|PA4242|PA4241|PA4240|PA4239|PA4238	refseq_adyacencia
secY-rpmJ-rpsMKD-rpoA-rplQ	secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ	PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237	refseq_adyacencia
secY-rpmJ-rpsMKD-rpoA-rplQ-katA	secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA	PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236	refseq_adyacencia
secY-rpmJ-rpsMKD-rpoA-rplQ-katA-bfrA	secY|rpmJ|rpsM|rpsK|rpsD|rpoA|rplQ|katA|bfrA	PA4243|PA4242|PA4241|PA4240|PA4239|PA4238|PA4237|PA4236|PA4235	refseq_adyacencia
selAB	selA|selB	PA4808|PA4807	refseq_adyacencia
selDU	selD|selU	PA1642|PA1643	refseq_adyacencia
serC-pheA	serC|pheA	PA3167|PA3166	refseq_adyacencia
serS-cysG	serS|cysG	PA2612|PA2611	refseq_adyacencia
sigX-oprF	sigX|oprF	PA1776|PA1777	refseq_adyacencia
sodB-bifA	sodB|bifA	PA4366|PA4367	refseq_adyacencia
soxAG	soxA|soxG	PA5418|PA5419	refseq_adyacencia
soxBD	soxB|soxD	PA5416|PA5417	refseq_adyacencia
soxBDA	soxB|soxD|soxA	PA5416|PA5417|PA5418	refseq_adyacencia
soxBDAG	soxB|soxD|soxA|soxG	PA5416|PA5417|PA5418|PA5419	refseq_adyacencia
soxDA	soxD|soxA	PA5417|PA5418	refseq_adyacencia
soxDAG	soxD|soxA|soxG	PA5417|PA5418|PA5419	refseq_adyacencia
spuAB	spuA|spuB	PA0297|PA0298	refseq_adyacencia
spuABC	spuA|spuB|spuC	PA0297|PA0298|PA0299	refseq_adyacencia
spuABCD	spuA|spuB|spuC|spuD	PA0297|PA0298|PA0299|PA0300	refseq_adyacencia
spuABCDE	spuA|spuB|spuC|spuD|spuE	PA0297|PA0298|PA0299|PA0300|PA0301	refseq_adyacencia
spuABCDEF	spuA|spuB|spuC|spuD|spuE|spuF	PA0297|PA0298|PA0299|PA0300|PA0301|PA0302	refseq_adyacencia
spuABCDEFG	spuA|spuB|spuC|spuD|spuE|spuF|spuG	PA0297|PA0298|PA0299|PA0300|PA0301|PA0302|PA0303	refseq_adyacencia
spuABCDEFGH	spuA|spuB|spuC|spuD|spuE|spuF|spuG|spuH	PA0297|PA0298|PA0299|PA0300|PA0301|PA0302|PA0303|PA0304	refseq_adyacencia
spuBC	spuB|spuC	PA0298|PA0299	refseq_adyacencia
spuBCD	spuB|spuC|spuD	PA0298|PA0299|PA0300	refseq_adyacencia
spuBCDE	spuB|spuC|spuD|spuE	PA0298|PA0299|PA0300|PA0301	refseq_adyacencia
spuBCDEF	spuB|spuC|spuD|spuE|spuF	PA0298|PA0299|PA0300|PA0301|PA0302	refseq_adyacencia
spuBCDEFG	spuB|spuC|spuD|spuE|spuF|spuG	PA0298|PA0299|PA0300|PA0301|PA0302|PA0303	refseq_adyacencia
spuBCDEFGH	spuB|spuC|spuD|spuE|spuF|spuG|spuH	PA0298|PA0299|PA0300|PA0301|PA0302|PA0303|PA0304	refseq_adyacencia
spuCD	spuC|spuD	PA0299|PA0300	refseq_adyacencia
spuCDE	spuC|spuD|spuE	PA0299|PA0300|PA0301	refseq_adyacencia
spuCDEF	spuC|spuD|spuE|spuF	PA0299|PA0300|PA0301|PA0302	refseq_adyacencia
spuCDEFG	spuC|spuD|spuE|spuF|spuG	PA0299|PA0300|PA0301|PA0302|PA0303	refseq_adyacencia
spuCDEFGH	spuC|spuD|spuE|spuF|spuG|spuH	PA0299|PA0300|PA0301|PA0302|PA0303|PA0304	refseq_adyacencia
spuDE	spuD|spuE	PA0300|PA0301	refseq_adyacencia
spuDEF	spuD|spuE|spuF	PA0300|PA0301|PA0302	refseq_adyacencia
spuDEFG	spuD|spuE|spuF|spuG	PA0300|PA0301|PA0302|PA0303	refseq_adyacencia
spuDEFGH	spuD|spuE|spuF|spuG|spuH	PA0300|PA0301|PA0302|PA0303|PA0304	refseq_adyacencia
spuEF	spuE|spuF	PA0301|PA0302	refseq_adyacencia
spuEFG	spuE|spuF|spuG	PA0301|PA0302|PA0303	refseq_adyacencia
spuEFGH	spuE|spuF|spuG|spuH	PA0301|PA0302|PA0303|PA0304	refseq_adyacencia
spuFG	spuF|spuG	PA0302|PA0303	refseq_adyacencia
spuFGH	spuF|spuG|spuH	PA0302|PA0303|PA0304	refseq_adyacencia
spuGH	spuG|spuH	PA0303|PA0304	refseq_adyacencia
sspAB	sspA|sspB	PA4428|PA4427	refseq_adyacencia
sucAB	sucA|sucB	PA1585|PA1586	refseq_adyacencia
sucAB-lpdG	sucA|sucB|lpdG	PA1585|PA1586|PA1587	refseq_adyacencia
sucAB-lpdG-sucC	sucA|sucB|lpdG|sucC	PA1585|PA1586|PA1587|PA1588	refseq_adyacencia
sucAB-lpdG-sucCD	sucA|sucB|lpdG|sucC|sucD	PA1585|PA1586|PA1587|PA1588|PA1589	refseq_adyacencia
sucAB-lpdG-sucCD-braB	sucA|sucB|lpdG|sucC|sucD|braB	PA1585|PA1586|PA1587|PA1588|PA1589|PA1590	refseq_adyacencia
sucB-lpdG	sucB|lpdG	PA1586|PA1587	refseq_adyacencia
sucB-lpdG-sucC	sucB|lpdG|sucC	PA1586|PA1587|PA1588	refseq_adyacencia
sucB-lpdG-sucCD	sucB|lpdG|sucC|sucD	PA1586|PA1587|PA1588|PA1589	refseq_adyacencia
sucB-lpdG-sucCD-braB	sucB|lpdG|sucC|sucD|braB	PA1586|PA1587|PA1588|PA1589|PA1590	refseq_adyacencia
sucCD	sucC|sucD	PA1588|PA1589	refseq_adyacencia
sucCD-braB	sucC|sucD|braB	PA1588|PA1589|PA1590	refseq_adyacencia
sucD-braB	sucD|braB	PA1589|PA1590	refseq_adyacencia
surA-pdxA	surA|pdxA	PA0594|PA0593	refseq_adyacencia
surA-pdxA-ksgA	surA|pdxA|ksgA	PA0594|PA0593|PA0592	refseq_adyacencia
surA-pdxA-ksgA-apaG	surA|pdxA|ksgA|apaG	PA0594|PA0593|PA0592|PA0591	refseq_adyacencia
surA-pdxA-ksgA-apaGH	surA|pdxA|ksgA|apaG|apaH	PA0594|PA0593|PA0592|PA0591|PA0590	refseq_adyacencia
surA-pdxA-ksgA-apaGH-glpE	surA|pdxA|ksgA|apaG|apaH|glpE	PA0594|PA0593|PA0592|PA0591|PA0590|PA0589	refseq_adyacencia
tadAB	tadA|tadB	PA4302|PA4301	refseq_adyacencia
tadABC	tadA|tadB|tadC	PA4302|PA4301|PA4300	refseq_adyacencia
tadABCD	tadA|tadB|tadC|tadD	PA4302|PA4301|PA4300|PA4299	refseq_adyacencia
tadBC	tadB|tadC	PA4301|PA4300	refseq_adyacencia
tadBCD	tadB|tadC|tadD	PA4301|PA4300|PA4299	refseq_adyacencia
tadCD	tadC|tadD	PA4300|PA4299	refseq_adyacencia
tadZA	tadZ|tadA	PA4303|PA4302	refseq_adyacencia
tadZAB	tadZ|tadA|tadB	PA4303|PA4302|PA4301	refseq_adyacencia
tadZABC	tadZ|tadA|tadB|tadC	PA4303|PA4302|PA4301|PA4300	refseq_adyacencia
tadZABCD	tadZ|tadA|tadB|tadC|tadD	PA4303|PA4302|PA4301|PA4300|PA4299	refseq_adyacencia
tamAB	tamA|tamB	PA2543|PA2542	refseq_adyacencia
tatAB	tatA|tatB	PA5068|PA5069	refseq_adyacencia
tatABC	tatA|tatB|tatC	PA5068|PA5069|PA5070	refseq_adyacencia
tatBC	tatB|tatC	PA5069|PA5070	refseq_adyacencia
thiDE	thiD|thiE	PA3975|PA3976	refseq_adyacencia
thiDE-hemL	thiD|thiE|hemL	PA3975|PA3976|PA3977	refseq_adyacencia
thiE-hemL	thiE|hemL	PA3976|PA3977	refseq_adyacencia
thiG-micA	thiG|micA	PA0381|PA0382	refseq_adyacencia
thiI-typA	thiI|typA	PA5118|PA5117	refseq_adyacencia
thiL-pgpA	thiL|pgpA	PA4051|PA4050	refseq_adyacencia
thrS-infC	thrS|infC	PA2744|PA2743	refseq_adyacencia
thrS-infC-rpmI	thrS|infC|rpmI	PA2744|PA2743|PA2742	refseq_adyacencia
thrS-infC-rpmI-rplT	thrS|infC|rpmI|rplT	PA2744|PA2743|PA2742|PA2741	refseq_adyacencia
thrS-infC-rpmI-rplT-pheS	thrS|infC|rpmI|rplT|pheS	PA2744|PA2743|PA2742|PA2741|PA2740	refseq_adyacencia
thrS-infC-rpmI-rplT-pheST	thrS|infC|rpmI|rplT|pheS|pheT	PA2744|PA2743|PA2742|PA2741|PA2740|PA2739	refseq_adyacencia
thrS-infC-rpmI-rplT-pheST-himA	thrS|infC|rpmI|rplT|pheS|pheT|himA	PA2744|PA2743|PA2742|PA2741|PA2740|PA2739|PA2738	refseq_adyacencia
tilS-pyrG	tilS|pyrG	PA3638|PA3637	refseq_adyacencia
tilS-pyrG-kdsA	tilS|pyrG|kdsA	PA3638|PA3637|PA3636	refseq_adyacencia
tolAB	tolA|tolB	PA0971|PA0972	refseq_adyacencia
tolAB-oprL	tolA|tolB|oprL	PA0971|PA0972|PA0973	refseq_adyacencia
tolAB-oprL-cpoB	tolA|tolB|oprL|cpoB	PA0971|PA0972|PA0973|PA0974	refseq_adyacencia
tolAB-oprL-cpoB-queE	tolA|tolB|oprL|cpoB|queE	PA0971|PA0972|PA0973|PA0974|PA0975	refseq_adyacencia
tolAB-oprL-cpoB-queEC	tolA|tolB|oprL|cpoB|queE|queC	PA0971|PA0972|PA0973|PA0974|PA0975|PA0976	refseq_adyacencia
tolB-oprL	tolB|oprL	PA0972|PA0973	refseq_adyacencia
tolB-oprL-cpoB	tolB|oprL|cpoB	PA0972|PA0973|PA0974	refseq_adyacencia
tolB-oprL-cpoB-queE	tolB|oprL|cpoB|queE	PA0972|PA0973|PA0974|PA0975	refseq_adyacencia
tolB-oprL-cpoB-queEC	tolB|oprL|cpoB|queE|queC	PA0972|PA0973|PA0974|PA0975|PA0976	refseq_adyacencia
tolQR	tolQ|tolR	PA0969|PA0970	refseq_adyacencia
tolQRA	tolQ|tolR|tolA	PA0969|PA0970|PA0971	refseq_adyacencia
tolQRAB	tolQ|tolR|tolA|tolB	PA0969|PA0970|PA0971|PA0972	refseq_adyacencia
tolQRAB-oprL	tolQ|tolR|tolA|tolB|oprL	PA0969|PA0970|PA0971|PA0972|PA0973	refseq_adyacencia
tolQRAB-oprL-cpoB	tolQ|tolR|tolA|tolB|oprL|cpoB	PA0969|PA0970|PA0971|PA0972|PA0973|PA0974	refseq_adyacencia
tolQRAB-oprL-cpoB-queE	tolQ|tolR|tolA|tolB|oprL|cpoB|queE	PA0969|PA0970|PA0971|PA0972|PA0973|PA0974|PA0975	refseq_adyacencia
tolQRAB-oprL-cpoB-queEC	tolQ|tolR|tolA|tolB|oprL|cpoB|queE|queC	PA0969|PA0970|PA0971|PA0972|PA0973|PA0974|PA0975|PA0976	refseq_adyacencia
tolRA	tolR|tolA	PA0970|PA0971	refseq_adyacencia
tolRAB	tolR|tolA|tolB	PA0970|PA0971|PA0972	refseq_adyacencia
tolRAB-oprL	tolR|tolA|tolB|oprL	PA0970|PA0971|PA0972|PA0973	refseq_adyacencia
tolRAB-oprL-cpoB	tolR|tolA|tolB|oprL|cpoB	PA0970|PA0971|PA0972|PA0973|PA0974	refseq_adyacencia
tolRAB-oprL-cpoB-queE	tolR|tolA|tolB|oprL|cpoB|queE	PA0970|PA0971|PA0972|PA0973|PA0974|PA0975	refseq_adyacencia
tolRAB-oprL-cpoB-queEC	tolR|tolA|tolB|oprL|cpoB|queE|queC	PA0970|PA0971|PA0972|PA0973|PA0974|PA0975|PA0976	refseq_adyacencia
tpbB-yfiB	tpbB|yfiB	PA1120|PA1119	refseq_adyacencia
tpiA-secG	tpiA|secG	PA4748|PA4747	refseq_adyacencia
trmD-rplS	trmD|rplS	PA3743|PA3742	refseq_adyacencia
trmJ-cysE	trmJ|cysE	PA3817|PA3816	refseq_adyacencia
trmJ-cysE-iscR	trmJ|cysE|iscR	PA3817|PA3816|PA3815	refseq_adyacencia
trmJ-cysE-iscRS	trmJ|cysE|iscR|iscS	PA3817|PA3816|PA3815|PA3814	refseq_adyacencia
trmJ-cysE-iscRSU	trmJ|cysE|iscR|iscS|iscU	PA3817|PA3816|PA3815|PA3814|PA3813	refseq_adyacencia
trmJ-cysE-iscRSUA	trmJ|cysE|iscR|iscS|iscU|iscA	PA3817|PA3816|PA3815|PA3814|PA3813|PA3812	refseq_adyacencia
trmJ-cysE-iscRSUA-hscB	trmJ|cysE|iscR|iscS|iscU|iscA|hscB	PA3817|PA3816|PA3815|PA3814|PA3813|PA3812|PA3811	refseq_adyacencia
trmJ-cysE-iscRSUA-hscBA	trmJ|cysE|iscR|iscS|iscU|iscA|hscB|hscA	PA3817|PA3816|PA3815|PA3814|PA3813|PA3812|PA3811|PA3810	refseq_adyacencia
trmU-hflD	trmU|hflD	PA2626|PA2627	refseq_adyacencia
trpBA	trpB|trpA	PA0036|PA0035	refseq_adyacencia
trpDC	trpD|trpC	PA0650|PA0651	refseq_adyacencia
trpF-accD	trpF|accD	PA3113|PA3112	refseq_adyacencia
trpF-accD-folC	trpF|accD|folC	PA3113|PA3112|PA3111	refseq_adyacencia
trpGD	trpG|trpD	PA0649|PA0650	refseq_adyacencia
trpGDC	trpG|trpD|trpC	PA0649|PA0650|PA0651	refseq_adyacencia
trpS-zapE	trpS|zapE	PA4439|PA4438	refseq_adyacencia
truA-trpF	truA|trpF	PA3114|PA3113	refseq_adyacencia
truA-trpF-accD	truA|trpF|accD	PA3114|PA3113|PA3112	refseq_adyacencia
truA-trpF-accD-folC	truA|trpF|accD|folC	PA3114|PA3113|PA3112|PA3111	refseq_adyacencia
truB-rpsO	truB|rpsO	PA4742|PA4741	refseq_adyacencia
truD-surE	truD|surE	PA3626|PA3625	refseq_adyacencia
tufA-rpsJ	tufA|rpsJ	PA4265|PA4264	refseq_adyacencia
tufA-rpsJ-rplC	tufA|rpsJ|rplC	PA4265|PA4264|PA4263	refseq_adyacencia
tufA-rpsJ-rplCD	tufA|rpsJ|rplC|rplD	PA4265|PA4264|PA4263|PA4262	refseq_adyacencia
tufA-rpsJ-rplCDW	tufA|rpsJ|rplC|rplD|rplW	PA4265|PA4264|PA4263|PA4262|PA4261	refseq_adyacencia
tufA-rpsJ-rplCDWB	tufA|rpsJ|rplC|rplD|rplW|rplB	PA4265|PA4264|PA4263|PA4262|PA4261|PA4260	refseq_adyacencia
tufA-rpsJ-rplCDWB-rpsS	tufA|rpsJ|rplC|rplD|rplW|rplB|rpsS	PA4265|PA4264|PA4263|PA4262|PA4261|PA4260|PA4259	refseq_adyacencia
tufA-rpsJ-rplCDWB-rpsS-rplV	tufA|rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV	PA4265|PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258	refseq_adyacencia
tufA-rpsJ-rplCDWB-rpsS-rplV-rpsC	tufA|rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC	PA4265|PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257	refseq_adyacencia
tufA-rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP	tufA|rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP	PA4265|PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256	refseq_adyacencia
tufA-rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC	tufA|rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC	PA4265|PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255	refseq_adyacencia
tufA-rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ	tufA|rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ	PA4265|PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254	refseq_adyacencia
tufA-rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplN	tufA|rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN	PA4265|PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253	refseq_adyacencia
tufA-rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNX	tufA|rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX	PA4265|PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252	refseq_adyacencia
tufA-rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE	tufA|rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE	PA4265|PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251	refseq_adyacencia
tufA-rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsN	tufA|rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN	PA4265|PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250	refseq_adyacencia
tufA-rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH	tufA|rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH	PA4265|PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249	refseq_adyacencia
tufA-rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplF	tufA|rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF	PA4265|PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248	refseq_adyacencia
tufA-rpsJ-rplCDWB-rpsS-rplV-rpsC-rplP-rpmC-rpsQ-rplNXE-rpsNH-rplFR	tufA|rpsJ|rplC|rplD|rplW|rplB|rpsS|rplV|rpsC|rplP|rpmC|rpsQ|rplN|rplX|rplE|rpsN|rpsH|rplF|rplR	PA4265|PA4264|PA4263|PA4262|PA4261|PA4260|PA4259|PA4258|PA4257|PA4256|PA4255|PA4254|PA4253|PA4252|PA4251|PA4250|PA4249|PA4248|PA4247	refseq_adyacencia
