Entry	Gene Names	Gene Ontology IDs	Keywords
Q9HWQ1	PA4130	GO:0000103; GO:0009337; GO:0016491; GO:0020037; GO:0046872; GO:0051539	4Fe-4S;Heme;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome
Q9HWQ5	PA4126	GO:0005886; GO:0022857	Aromatic hydrocarbons catabolism;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HWQ7	hpcB PA4124	GO:0008198; GO:0008687	Oxidoreductase;Reference proteome
Q9HWQ9	PA4122	GO:0008704; GO:0018800; GO:0046872; GO:1901023	Metal-binding;Reference proteome
Q9HWR0	PA4121	GO:0008704; GO:0018800; GO:0046872	Metal-binding;Reference proteome
Q9HWR9	PA4111		Reference proteome
Q9HWS8	PA4100	GO:0016614; GO:0050660	FAD;Flavoprotein;Oxidoreductase;Reference proteome
Q9HWT8	PA4090		3D-structure;Reference proteome
Q9HWT9	PA4089	GO:0016491	Oxidoreductase;Reference proteome
Q9HWU2	cupB1 PA4086	GO:0009289; GO:0043709	Reference proteome;Signal
Q9HWU8	PA4080	GO:0000160; GO:0000976; GO:0006355	DNA-binding;Phosphoprotein;Reference proteome
Q9HWV6	PA4072	GO:0005886; GO:0022857	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HWY9	PA4038	GO:0005886	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HWZ4	PA4033		Reference proteome
Q9HX13	PA4014	GO:0005886	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HX14	PA4013	GO:0016020	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HX29	PA3991		Reference proteome
Q9HX35	PA3985	GO:0000270; GO:0005886; GO:0043164	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HX43	PA3973	GO:0000976; GO:0003700; GO:0006355	DNA-binding;Reference proteome
Q9HX44	PA3972	GO:0003995	FAD;Flavoprotein;Oxidoreductase;Reference proteome
Q9HX50	PA3966		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HX51	PA3965	GO:0005829; GO:0006351; GO:0006355; GO:0043200; GO:0043565	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9HX52	PA3964		Reference proteome
Q9HX57	PA3959		Reference proteome;Signal
Q9HX71	PA3945	GO:0016747	Reference proteome
Q9HX78	PA3938	GO:0009970; GO:0022857; GO:0042597; GO:0043190	Reference proteome;Signal
Q9HX90	PA3923		Reference proteome;Signal
Q9HX92	PA3921	GO:0003677; GO:0006351; GO:0006355	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9HXA9	PA3904		Reference proteome
Q9HXB7	PA3896	GO:0005829; GO:0016618; GO:0030267; GO:0051287	NAD;Oxidoreductase;Reference proteome
Q9HXC1	PA3892	GO:0016020; GO:0022857; GO:0055085	Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HXC8	PA3884		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HXD1	PA3881		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HXD7	PA3869		Reference proteome
Q9HXF0	PA3856		Reference proteome
Q9HXF6	PA3850		Reference proteome
Q9HXF8	PA3848		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HXG5	PA3839	GO:0005886; GO:0006813; GO:0008324	Membrane;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport
Q9HXH3	PA3829	GO:0016787; GO:0052689	Hydrolase;Reference proteome
Q9HXJ9	PA3798	GO:0005737; GO:0016212; GO:0030170	Aminotransferase;Pyridoxal phosphate;Reference proteome;Transferase
Q9HXK4	PA3793		3D-structure;Reference proteome
Q9HXK6	PA3791		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HXL1	PA3784		Reference proteome
Q9HXL2	PA3783	GO:0005829; GO:0016787	Hydrolase;Reference proteome
Q9HXL3	PA3782	GO:0003700; GO:0006351; GO:0006355; GO:0043565	Reference proteome;Transcription;Transcription regulation
Q9HXL6	PA3779	GO:0030246; GO:0055085	Reference proteome;Signal
Q9HXM0	PA3775	GO:0005886	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HXM2	PA3773	GO:0005886; GO:0022857; GO:0055085	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HXP0	PA3755	GO:0016462	Hydrolase;Reference proteome
Q9HXQ4	PA3740		Reference proteome
Q9HXT0	PA3711	GO:0000976; GO:0003700; GO:0006351; GO:0006355	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9HXT2	PA3709	GO:0005886; GO:0022857	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HXT4	wspB PA3707	GO:0005829; GO:0006935; GO:0007165	Reference proteome
Q9HXT6	wspD PA3705	GO:0005829; GO:0006935; GO:0007165	Cytoplasm;Reference proteome
Q9HXV1	PA3689	GO:0003677; GO:0003700; GO:0045893; GO:0046872	DNA-binding;Reference proteome
Q9HXV2	PA3688		Reference proteome
Q9HXV5	PA3685	GO:0002949; GO:0005829	3D-structure;Cytoplasm;Reference proteome;tRNA processing
Q9HXV8	PA3682	GO:0016829; GO:0046872	Metal-binding;Reference proteome
Q9HXW6	PA3674		Reference proteome
Q9HXX7	PA3662		Reference proteome
Q9HXZ0	PA3641	GO:0005283; GO:0005886	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport
Q9HY00	PA3630	GO:0003700; GO:0006351; GO:0043565	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9HY20	PA3606	GO:0008033; GO:0016432	Reference proteome;S-adenosyl-L-methionine;Transferase;tRNA processing
Q9HY24	PA3602	GO:0006537; GO:0015930; GO:0019676	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HY28	PA3598	GO:0016787	Reference proteome
Q9HY53	PA3564	GO:0005829; GO:0016788; GO:0046872	Hydrolase;Metal-binding;Reference proteome
Q9HY76	PA3534	GO:0016020; GO:0016491; GO:0043546; GO:0045333; GO:0046872; GO:0051539; GO:1990204	4Fe-4S;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome
Q9HY83	PA3526	GO:0071973; GO:0120101	Membrane;Reference proteome;Signal
Q9HY86	PA3523	GO:0005886; GO:0022857; GO:0046677	Coiled coil;Reference proteome
Q9HY97	PA3512	GO:0005886; GO:0055085	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HY99	PA3510		Reference proteome
Q9HYA2	PA3507	GO:0016628; GO:0017000; GO:0046872; GO:0050661	3D-structure;Metal-binding;Nucleotide-binding;Reference proteome
Q9HYB3	PA3496		Reference proteome
Q9HYE1	PA3465	GO:0005886; GO:0015562; GO:0046677	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HYE5	PA3461	GO:0004177; GO:0006508; GO:0046872	Aminopeptidase;Hydrolase;Metal-binding;Protease;Reference proteome
Q9HYI1	PA3424	GO:0005737; GO:0016491	Oxidoreductase;Reference proteome
Q9HYI4	PA3421		Reference proteome;Signal
Q9HYI5	PA3420	GO:0003677; GO:0006351; GO:0006355	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9HYM1	PA3380	GO:0015716; GO:0019634	Reference proteome
Q9HYM5	PA3376	GO:0005524; GO:0015833; GO:0016887; GO:0019700	ATP-binding;Nucleotide-binding;Reference proteome;Transport
Q9HYN0	PA3371		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HYN1	PA3370		Reference proteome
Q9HYN3	PA3368	GO:0008080	Acyltransferase;Reference proteome;Transferase
Q9HYN4	PA3367		Reference proteome;Signal
Q9HYN5	lecB PA3361	GO:0030246; GO:0044010; GO:0046872	3D-structure;Calcium;Metal-binding;Reference proteome
Q9HYQ3	PA3342		Reference proteome
Q9HYR4	PA3331	GO:0004497; GO:0005506; GO:0016705; GO:0020037	Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome
Q9HYS0	PA3325		Reference proteome
Q9HYS1	PA3324	GO:0016491	Oxidoreductase;Reference proteome
Q9HYS5	PA3320	GO:0005886	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HYU5	PA3298		Reference proteome
Q9HYV4	PA3289		Reference proteome;Signal
Q9HYW3	PA3278		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HYW4	PA3277	GO:0008202; GO:0016491	Oxidoreductase;Reference proteome
Q9HYW5	PA3276		Reference proteome
Q9HYY2	PA3258	GO:0005886; GO:0071111	CBS domain;Reference proteome
Q9HYY8	PA3252	GO:0005886; GO:0015417; GO:1903711	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9HYZ2	PA3248	GO:0005737; GO:0008999; GO:1990189	Reference proteome
Q9HZ02	PA3238	GO:0016020	Reference proteome;Signal
Q9HZ18	PA3222	GO:0005886; GO:0016020	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HZ21	PA3219	GO:0008758; GO:0009245; GO:0016020; GO:0046872	Cell inner membrane;Cell membrane;Manganese;Membrane;Metal-binding;Reference proteome
Q9HZ24	PA3216		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HZ27	PA3213		Coiled coil;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HZ33	PA3207		Reference proteome
Q9HZ50	PA3188	GO:0005886; GO:0055085	Membrane;Reference proteome;Sugar transport;Transmembrane;Transmembrane helix;Transport
Q9HZ54	PA3180	GO:0003824	Reference proteome
Q9HZ78	wbpG PA3150		Reference proteome
Q9HZ80	wbpJ PA3147	GO:0016020; GO:0016757; GO:0044010	Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix
Q9HZ87	PA3140	GO:0003677; GO:0006281; GO:0015627; GO:0015628	Reference proteome;Signal
Q9HZ94	PA3130	GO:0047617	Hydrolase;Reference proteome
Q9HZB5	PA3093	GO:0016811	Hydrolase;Reference proteome
Q9HZB6	fadH1 PA3092	GO:0008670; GO:0010181; GO:0033543; GO:0046872; GO:0051536	Flavoprotein;FMN;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome
Q9HZE3	PA3065	GO:0016020	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HZF6	PA3052		Reference proteome
Q9HZG2	PA3046	GO:0005829	Reference proteome
Q9HZG8	PA3040	GO:0005886; GO:0043022	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HZH5	PA3033		Reference proteome
Q9HZI5	PA3021		Reference proteome;Signal
Q9HZJ1	PA3015		Reference proteome;Signal
Q9HZN9	PA2959	GO:0004536; GO:0005829; GO:0016788; GO:0046872	Hydrolase;Metal-binding;Reference proteome
Q9HZR2	PA2935		Reference proteome
Q9HZR4	PA2933	GO:0005886; GO:0022857; GO:0055085	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HZR7	PA2930	GO:0003700; GO:0006351; GO:0043565	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9HZS4	hisJ PA2923	GO:0016597; GO:0030288	Reference proteome;Signal
Q9HZT5	PA2912	GO:0005524; GO:0016887	ATP-binding;Nucleotide-binding;Reference proteome;Transport
Q9HZU1	PA2906	GO:0000103; GO:0009337; GO:0016491; GO:0020037; GO:0046872; GO:0051539	4Fe-4S;Heme;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome
Q9HZV5	atuG PA2892	GO:0016491; GO:0046247	NADP;Oxidoreductase;Peroxisome;Reference proteome
Q9HZW1	atuA PA2886	GO:0046247	Reference proteome
Q9HZW3	PA2884	GO:0004175; GO:0008237; GO:0080120	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9HZW9	PA2878		Reference proteome
Q9HZX1	PA2875	GO:0005524; GO:0016887	ATP-binding;Nucleotide-binding;Reference proteome
Q9HZY9	PA2855		Reference proteome
Q9HZZ5	PA2848	GO:0000976; GO:0003700; GO:0006351; GO:0006355	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9HZZ9	PA2844	GO:0019104; GO:0036297	Reference proteome
Q9I010	PA2833		Reference proteome
Q9I014	PA2829		Reference proteome
Q9I020	PA2823		Reference proteome
Q9I029	PA2814		Reference proteome
Q9I031	PA2812	GO:0005524; GO:0005886; GO:0010165; GO:0016887	ATP-binding;Nucleotide-binding;Reference proteome;Transport
Q9I039	PA2804		Reference proteome
Q9I056	cpg2 PA2787	GO:0004180; GO:0046872	Carboxypeptidase;Cobalt;Hydrolase;Metal-binding;Protease;Reference proteome;Signal
Q9I057	PA2786		Reference proteome
Q9I071	PA2772		Reference proteome
Q9I083	PA2760	GO:0015288; GO:0016020	Reference proteome;Signal;Transport
Q9I090	PA2753		Reference proteome
Q9I096	PA2747		Reference proteome
Q9I0A5	PA2737	GO:0003677; GO:0003700; GO:0006355	Reference proteome
Q9I0A8	PA2734	GO:0003677; GO:0009307; GO:0019812	DNA-binding;Reference proteome;Restriction system
Q9I0B6	PA2726	GO:0003824; GO:0046872; GO:0051539	4Fe-4S;Iron;Iron-sulfur;Metal-binding;Reference proteome;S-adenosyl-L-methionine
Q9I0C8	PA2714	GO:0016020; GO:0016491; GO:0043546; GO:0045333; GO:0046872; GO:0051539; GO:1990204	4Fe-4S;Iron;Iron-sulfur;Metal-binding;Oxidoreductase;Reference proteome
Q9I0D1	PA2711	GO:0015847; GO:0019809; GO:0019810; GO:0030288	Periplasm;Reference proteome;Signal;Transport
Q9I0D4	PA2708		Reference proteome
Q9I0D5	PA2707	GO:0005524; GO:0016887	Reference proteome
Q9I0D6	PA2706	GO:0016846; GO:0046872	Lyase;Metal-binding;Reference proteome;Zinc
Q9I0D7	PA2705		Reference proteome
Q9I0D8	PA2704	GO:0000976; GO:0003700; GO:0006351	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I0E3	PA2699	GO:0016810	Reference proteome
Q9I0E5	PA2697		Reference proteome
Q9I0E9	PA2693	GO:0005737; GO:0005829; GO:0006637; GO:0052816	Hydrolase;Reference proteome
Q9I0F0	PA2692	GO:0003700; GO:0005829; GO:0006355	Reference proteome
Q9I0F6	PA2682	GO:0016787	Reference proteome
Q9I0F9	PA2679	GO:0008757; GO:0032259	Methyltransferase;Reference proteome;Transferase
Q9I0G5	PA2673	GO:0016020	Membrane;Methylation;Reference proteome;Transmembrane;Transmembrane helix
Q9I0H1	PA2667	GO:1900377	Reference proteome
Q9I0H6	PA2662		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I0H9	PA2659		Reference proteome;Signal
Q9I0K8	PA2630	GO:0016706; GO:0046872	Dioxygenase;Iron;Metal-binding;Oxidoreductase;Reference proteome
Q9I0L0	PA2628	GO:0016020	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I0N7	PA2600	GO:0008726; GO:0046306	Flavoprotein;FMN;Monooxygenase;Oxidoreductase;Reference proteome
Q9I0Q9	PA2577	GO:0005829; GO:0006351; GO:0043200; GO:0043565	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I0R1	PA2575	GO:0005737; GO:0016491; GO:0034599	Cytoplasm;Oxidoreductase;Reference proteome
Q9I0S3	PA2562		Reference proteome;Signal
Q9I0T3	PA2551	GO:0003677; GO:0003700; GO:0006351; GO:0006355	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I0T7	PA2547	GO:0003700; GO:0006351; GO:0043565	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I0U6	PA2538		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I0V0	PA2534	GO:0003700; GO:0006351; GO:0043565	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I0W2	czcA PA2520	GO:0005886; GO:0008324; GO:0042910	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I0W5	xylY PA2517	GO:0019380; GO:0051213	Aromatic hydrocarbons catabolism;Dioxygenase;Oxidoreductase;Reference proteome
Q9I0Z6	PA2486		Reference proteome
Q9I0Z8	PA2484	GO:0003677; GO:0006351; GO:0045892	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I100	PA2482	GO:0004129; GO:0005506; GO:0020037; GO:0042597	Heme;Iron;Metal-binding;Reference proteome;Signal
Q9I101	PA2481	GO:0009055; GO:0020037; GO:0046872	Heme;Iron;Metal-binding;Reference proteome;Signal
Q9I107	PA2475	GO:0004497; GO:0005506; GO:0016705; GO:0020037	Heme;Iron;Metal-binding;Monooxygenase;Oxidoreductase;Reference proteome
Q9I108	PA2474		Reference proteome;Signal
Q9I115	foxR PA2467	GO:0016989; GO:0034756	Reference proteome
Q9I118	PA2464		Reference proteome;Signal
Q9I121	PA2461		Reference proteome
Q9I125	PA2457		Reference proteome
Q9I145	PA2437	GO:0005886	Reference proteome
Q9I148	PA2434		Reference proteome;Signal
Q9I149	PA2433		Reference proteome;Signal
Q9I151	PA2431	GO:0005886; GO:0022857	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I152	PA2430	GO:0022857; GO:0055085	Coiled coil;Reference proteome
Q9I178	PA2403	GO:0002049; GO:0019290	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I1A1	PA2378	GO:0016491	Reference proteome;Signal
Q9I1A2	PA2377	GO:0015888; GO:0030288; GO:0030975; GO:0030976	Periplasm;Reference proteome;Signal;Transport
Q9I1A4	PA2375		Reference proteome
Q9I1A5	PA2374		Reference proteome
Q9I1A6	PA2373	GO:0005576; GO:0033103; GO:0033104	Reference proteome;Secreted
Q9I1B0	PA2369		Reference proteome
Q9I1B5	PA2364		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I1B9	PA2360		Reference proteome
Q9I1C4	PA2354	GO:0000987; GO:0001216; GO:0005524; GO:0006351; GO:0032993; GO:0045893	ATP-binding;DNA-binding;Nucleotide-binding;Reference proteome;Transcription;Transcription regulation
Q9I1E3	PA2335	GO:0006826; GO:0009279	Cell outer membrane;Ion transport;Iron;Iron transport;Membrane;Receptor;Reference proteome;Signal;TonB box;Transmembrane;Transmembrane beta strand;Transport
Q9I1E4	PA2334	GO:0003700; GO:0005829; GO:0006351; GO:0006355; GO:0043565	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I1E8	PA2330	GO:0003995; GO:0005737; GO:0033539; GO:0050660	Reference proteome
Q9I1E9	PA2329	GO:0005524; GO:0016887	ATP-binding;Nucleotide-binding;Reference proteome;Translocase;Transport
Q9I1F0	PA2328	GO:0009970; GO:0012505	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Signal;Transport
Q9I1G1	PA2314	GO:0005886; GO:0022857; GO:0055085	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I1G6	PA2309		Reference proteome;Signal
Q9I1G7	PA2308	GO:0005524; GO:0016887	ATP-binding;Nucleotide-binding;Reference proteome;Transport
Q9I1H8	PA2297	GO:0005737; GO:0046872; GO:0051539	4Fe-4S;Iron;Iron-sulfur;Metal-binding;Reference proteome
Q9I1I4	PA2291	GO:0008643; GO:0015288; GO:0016020	Reference proteome;Signal
Q9I1K4	PA2269	GO:0022857	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I1K9	PA2264		Reference proteome
Q9I1L8	PA2251		Reference proteome
Q9I1M9	pslJ PA2240	GO:0000271; GO:0005886; GO:0016757; GO:0044010	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I1N2	pslG PA2237	GO:0004553; GO:0044010	3D-structure;Reference proteome
Q9I1P4	PA2225		Reference proteome;Signal
Q9I1P8	PA2221	GO:0003676; GO:0015074	Reference proteome
Q9I1Q8	PA2209		Reference proteome
Q9I1Q9	PA2208		Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I1R2	PA2205		Reference proteome;Signal
Q9I1R4	PA2203	GO:0005886; GO:0006865; GO:0022857; GO:0043190	Amino-acid transport;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I1R6	PA2201		3D-structure;Reference proteome
Q9I1R8	PA2199	GO:0016054; GO:0016491; GO:0050661; GO:0051287	NAD;Oxidoreductase;Reference proteome
Q9I1T0	katN PA2185	GO:0046872	Calcium;Manganese;Metal-binding;Reference proteome
Q9I1T3	PA2182		Reference proteome
Q9I1U7	PA2168	GO:0004252; GO:0006508; GO:0016787	Hydrolase;Reference proteome
Q9I1V3	PA2162	GO:0005992; GO:0016787; GO:0030980; GO:0047470	Coiled coil;Hydrolase;Reference proteome
Q9I1W6	PA2149		Reference proteome
Q9I1W7	PA2148	GO:0005886	Cell inner membrane;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I1X4	PA2141		Reference proteome
Q9I1X8	PA2137	GO:0000160	Reference proteome
Q9I1Y0	PA2135	GO:0005886; GO:0015386; GO:0030007	Antiport;Ion transport;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I1Y8	PA2127	GO:0003824; GO:0071453	Reference proteome
Q9I1Z0	PA2125	GO:0008957	Oxidoreductase;Reference proteome
Q9I1Z2	PA2123	GO:0003700; GO:0006351; GO:0043565	DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I202	opdO PA2113	GO:0015288; GO:0016020	3D-structure;Reference proteome;Signal;Transport
Q9I205	PA2110	GO:0005524; GO:0016787	ATP-binding;Hydrolase;Nucleotide-binding;Reference proteome
Q9I213	PA2102	GO:0006508; GO:0008235; GO:0008270	Hydrolase;Metal-binding;Metalloprotease;Protease;Reference proteome;Zinc
Q9I229	PA2086	GO:0016787	3D-structure;Hydrolase;Reference proteome
Q9I250	pcoA PA2065	GO:0005507; GO:0016491; GO:0042597	Copper;Metal-binding;Oxidoreductase;Reference proteome;Signal
Q9I251	pcoB PA2064	GO:0005507; GO:0006878; GO:0009279	Reference proteome;Signal
Q9I260	PA2055	GO:0005886; GO:0016020; GO:0022857	Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport
Q9I264	PA2051	GO:0016989	Membrane;Reference proteome;Transmembrane;Transmembrane helix
Q9I275	PA2040	GO:0004356; GO:0005524; GO:0006542; GO:0006598	ATP-binding;Ligase;Magnesium;Nucleotide-binding;Reference proteome
Q9I280	PA2035	GO:0000287; GO:0003984; GO:0005948; GO:0009097; GO:0009099; GO:0030976; GO:0050660	Reference proteome;Thiamine pyrophosphate
Q9I284	PA2031		Reference proteome
Q9I2A1	PA2010	GO:0003677; GO:0003700; GO:0006351; GO:0045892	3D-structure;DNA-binding;Reference proteome;Transcription;Transcription regulation
Q9I2A6	bdhA PA2003	GO:0003858; GO:0016628; GO:0032787	Reference proteome
Q9I2B4	PA1995		Reference proteome
